Date,Close/Last,Volume,Open,High,Low,AdjClose
"Nov 29, 2018",69.5,15403500,69.4,67.91,68.23,68.23
"Nov 28, 2018",69.66,20638000,69.2,68.44,69.57,69.57
"Nov 27, 2018",69.39,31791500,68.01,67.1,68.78,68.78
"Nov 26, 2018",69.24,39960500,65,65,69.2,69.2
"Nov 23, 2018",67.5,21013000,66.87,65.11,65.17,65.17
"Nov 21, 2018",70.62,23434000,70.4,67.48,67.64,67.64
"Nov 20, 2018",69.96,40023500,68.35,66.71,69.5,69.5
"Nov 19, 2018",73.35,48544500,71.27,70.58,70.69,70.69
"Nov 16, 2018",71.14,36031000,69.04,69.02,70.86,70.86
"Nov 15, 2018",69.72,23128500,68.47,67.81,69.69,69.69
"Nov 14, 2018",69.42,25201500,68.54,67.43,68.8,68.8
"Nov 13, 2018",68.94,27243000,66.63,66.44,67.75,67.75
"Nov 12, 2018",69.96,34707500,69.67,66.07,66.26,66.26
"Nov 09, 2018",70.8,25494000,69.8,69.05,70.1,70.1
"Nov 08, 2018",71.52,35453500,69.7,69.69,70.28,70.28
"Nov 07, 2018",70.24,36872500,68.67,68.16,69.63,69.63
"Nov 06, 2018",69.76,33814500,67.81,67.22,68.21,68.21
"Nov 05, 2018",68.79,39155000,68.1,66.03,68.28,68.28
"Nov 02, 2018",69.84,39040000,68.75,68.18,69.28,69.28
"Nov 01, 2018",69.57,40000500,67.65,66.95,68.86,68.86
"Oct 31, 2018",68.4,38121500,66.51,65.82,67.46,67.46
"Oct 30, 2018",67.58,45633500,65.68,64.45,65.98,65.98
"Oct 29, 2018",69.43,72430000,67.49,65.3,66.97,66.97
"Oct 26, 2018",67.98,137127500,61.65,61.33,66.18,66.18
"Oct 25, 2018",64.2,104203500,63.44,60.2,62.97,62.97
"Oct 24, 2018",60.89,100291500,60.21,57.15,57.7,57.7
"Oct 23, 2018",59.59,95139000,52.77,52.42,58.83,58.83
"Oct 22, 2018",52.37,28001500,52.14,50.52,52.19,52.19
"Oct 19, 2018",53.93,46877500,53.48,50.7,52,52
"Oct 18, 2018",54.2,27106000,53.86,52.6,52.78,52.78
"Oct 17, 2018",56.54,43277500,56.48,53.16,54.36,54.36
"Oct 16, 2018",55.48,47632000,53.14,52.45,55.32,55.32
"Oct 15, 2018",52.66,31000000,51.81,50.91,51.92,51.92
"Oct 12, 2018",52.4,36007000,52.2,50.4,51.76,51.76
"Oct 11, 2018",52.45,40838500,51.51,49.81,50.45,50.45
"Oct 10, 2018",53.1,64076500,52.92,49.55,51.38,51.38
"Oct 09, 2018",53.35,60303000,51.05,50.66,52.56,52.56
"Oct 08, 2018",53.55,67363500,52.9,49.8,50.11,50.11
"Oct 05, 2018",54.98,89722500,54.93,52,52.39,52.39
"Oct 04, 2018",58.8,49071000,58.79,55.53,56.37,56.37
"Oct 03, 2018",60.92,39975000,60.67,58.31,58.96,58.96
"Oct 02, 2018",63.37,58717500,62.79,59.83,60.2,60.2
"Oct 01, 2018",62.29,108888000,61.15,60.21,62.14,62.14
"Sep 28, 2018",55.6,168248500,54.05,52.11,52.95,52.95
"Sep 27, 2018",62.99,42545500,62.58,61.38,61.5,61.5
"Sep 26, 2018",62.78,39216000,60.38,60.22,61.92,61.92
"Sep 25, 2018",60.92,22408500,60,59.3,60.2,60.2
"Sep 24, 2018",60.6,24215000,59.7,58.72,59.94,59.94
"Sep 21, 2018",60.12,25252500,59.54,59.07,59.82,59.82
"Sep 20, 2018",61.2,36747000,60.71,58.67,59.67,59.67
"Sep 19, 2018",60,41474500,56.1,56.1,59.8,59.8
"Sep 18, 2018",60.53,82737500,59.34,55.1,56.99,56.99
"Sep 17, 2018",60.17,34438000,58.01,57.63,58.97,58.97
"Sep 14, 2018",59.47,33828000,57.75,57.3,59.04,59.04
"Sep 13, 2018",59,31701500,57.6,57.04,57.89,57.89
"Sep 12, 2018",58.5,50077000,56.29,55.73,58.11,58.11
"Sep 11, 2018",56.4,45850000,55.89,54.71,55.89,55.89
"Sep 10, 2018",57.21,71417500,54.65,54.2,57.1,57.1
"Sep 07, 2018",53.67,112459500,52.02,50.45,52.65,52.65
"Sep 06, 2018",58.23,37404000,56.96,55.78,56.19,56.19
"Sep 05, 2018",57.36,38604000,57.01,55.44,56.15,56.15
"Sep 04, 2018",59.64,41752500,59.39,57.6,57.79,57.79
"Aug 31, 2018",61.06,26875500,60.4,59.72,60.33,60.33
"Aug 30, 2018",60.92,36083500,60.45,59.54,60.63,60.63
"Aug 29, 2018",62.37,37237000,62.05,60.74,61,61
"Aug 28, 2018",63.78,38245500,63.68,62.24,62.37,62.37
"Aug 27, 2018",64.49,65396500,63.6,61.76,63.85,63.85
"Aug 24, 2018",64.77,18013000,64.14,63.88,64.56,64.56
"Aug 23, 2018",65.46,25736500,63.83,63.62,64.02,64.02
"Aug 22, 2018",64.78,29730000,64.17,62.93,64.33,64.33
"Aug 21, 2018",64.96,65861000,62.12,61.8,64.38,64.38
"Aug 20, 2018",61.7,87011500,58.34,57.64,61.69,61.69
"Aug 17, 2018",65.35,94793000,64.7,60.71,61.1,61.1
"Aug 16, 2018",68.46,30320000,67.98,66.76,67.09,67.09
"Aug 15, 2018",68.9,45506500,68.38,66.43,67.74,67.74
"Aug 14, 2018",71.84,34932000,71.69,69.42,69.53,69.53
"Aug 13, 2018",72.64,52319500,72.23,69.8,71.28,71.28
"Aug 10, 2018",72,57760000,70.8,69.2,71.1,71.1
"Aug 09, 2018",73.4,85919000,73.11,69.15,70.49,70.49
"Aug 08, 2018",76.53,122856000,73.82,73.42,74.07,74.07
"Aug 07, 2018",77.49,154379000,68.77,67.83,75.91,75.91
"Aug 06, 2018",71,42821500,69.09,68.36,68.4,68.4
"Aug 03, 2018",71,68282500,69.56,68.51,69.63,69.63
"Aug 02, 2018",70,116075000,65.69,64.63,69.91,69.91
"Aug 01, 2018",60.6,50647000,59.6,58.6,60.17,60.17
"Jul 31, 2018",59.66,25384500,58.45,57.81,59.63,59.63
"Jul 30, 2018",59.22,34070500,59.18,57.23,58.03,58.03
"Jul 27, 2018",61.54,28516500,61.45,59.07,59.44,59.44
"Jul 26, 2018",62.14,23152500,60.97,60.73,61.33,61.33
"Jul 25, 2018",61.92,35377000,59.35,58.9,61.75,61.75
"Jul 24, 2018",61.54,47954000,60.88,58.51,59.49,59.49
"Jul 23, 2018",61.1,54964500,60.37,58.57,60.64,60.64
"Jul 20, 2018",64.65,25811000,64.25,62.34,62.72,62.72
"Jul 19, 2018",64.71,29576500,63.27,62.8,64.05,64.05
"Jul 18, 2018",65.1,28121000,65,63.25,64.77,64.77
"Jul 17, 2018",64.95,34981000,61.76,61.7,64.54,64.54
"Jul 16, 2018",63.03,39093500,62.34,61.25,62.02,62.02
"Jul 13, 2018",63.92,29349000,63.12,61.85,63.77,63.77
"Jul 12, 2018",64.65,28606000,64.29,62.55,63.34,63.34
"Jul 11, 2018",64.39,24420500,63.16,63.01,63.79,63.79
"Jul 10, 2018",65.54,47357500,64.91,63.84,64.49,64.49
"Jul 09, 2018",63.7,37984000,62.4,61.6,63.7,63.7
"Jul 06, 2018",62.41,44327500,60.99,60.4,61.78,61.78
"Jul 05, 2018",62.88,87382000,62.75,59.24,61.83,61.83
"Jul 03, 2018",66.5,61413000,66.35,61.94,62.17,62.17
"Jul 02, 2018",72.96,93799000,72.01,65.97,67.01,67.01
"Jun 29, 2018",70.77,32462000,70.67,68.48,68.59,68.59
"Jun 28, 2018",71.4,41990000,69.73,69.22,69.99,69.99
"Jun 27, 2018",70.16,41668500,69,67.9,68.9,68.9
"Jun 26, 2018",68.71,37262500,67.21,65.16,68.4,68.4
"Jun 25, 2018",67.69,34656500,66.02,65.5,66.6,66.6
"Jun 22, 2018",70.45,51330500,70.31,66.4,66.73,66.73
"Jun 21, 2018",73.24,39835500,72.4,69.25,69.5,69.5
"Jun 20, 2018",72.88,41918500,71.61,70.4,72.44,72.44
"Jun 19, 2018",74,63809500,73.03,69.25,70.51,70.51
"Jun 18, 2018",74.75,60366000,71.08,70.9,74.17,74.17
"Jun 15, 2018",72.93,54241500,70.77,70.25,71.63,71.63
"Jun 14, 2018",71.75,54905000,69.53,69.32,71.54,71.54
"Jun 13, 2018",69.44,47349000,69.34,67.96,68.96,68.96
"Jun 12, 2018",70.99,111737000,68.94,67.6,68.55,68.55
"Jun 11, 2018",66.93,65917500,64.5,64.5,66.42,66.42
"Jun 08, 2018",64.9,41026000,63.8,63.43,63.53,63.53
"Jun 07, 2018",66,71726500,63.23,62.72,63.22,63.22
"Jun 06, 2018",64.43,93836500,60.1,59.5,63.9,63.9
"Jun 05, 2018",59.56,29976000,59.54,57.35,58.23,58.23
"Jun 04, 2018",59.8,23989000,58.87,58.71,59.35,59.35
"Jun 01, 2018",58.39,27122000,57.17,56.77,58.36,58.36
"May 31, 2018",58.07,29598500,57.44,56.59,56.95,56.95
"May 30, 2018",59,37448500,56.66,56.32,58.34,58.34
"May 29, 2018",57.3,28333000,55.7,55.23,56.75,56.75
"May 25, 2018",55.93,19375500,55.53,55.12,55.77,55.77
"May 24, 2018",56.22,20883500,55.68,54.98,55.57,55.57
"May 23, 2018",55.98,29925500,55.55,54.8,55.81,55.81
"May 22, 2018",57.6,44729000,57.55,54.68,55,55
"May 21, 2018",58.3,45913000,56.27,56.26,56.9,56.9
"May 18, 2018",56.93,36259500,56.93,54.8,55.36,55.36
"May 17, 2018",57.84,22103000,57.18,56.79,56.91,56.91
"May 16, 2018",57.76,28370000,56.77,56.31,57.3,57.3
"May 15, 2018",57.39,47596000,57,56.1,56.84,56.84
"May 14, 2018",60.99,36434000,60.66,58.32,58.39,58.39
"May 11, 2018",61.78,23398000,61.54,59.82,60.21,60.21
"May 10, 2018",62.6,28258000,61.5,60.82,61,61
"May 09, 2018",61.4,28637000,60.08,60.01,61.37,61.37
"May 08, 2018",61.55,29650000,60.16,59.8,60.39,60.39
"May 07, 2018",61.19,43391000,59.5,59.03,60.55,60.55
"May 04, 2018",59.37,42847000,56.6,55.9,58.82,58.82
"May 03, 2018",57.61,86760500,55.76,55.05,56.89,56.89
"May 02, 2018",61.37,44852000,59.71,59.56,60.23,60.23
"May 01, 2018",60.16,23128000,58.7,58.64,59.98,59.98
"Apr 30, 2018",59.75,21141000,58.72,58.5,58.78,58.78
"Apr 27, 2018",58.89,21823000,57.07,56.77,58.82,58.82
"Apr 26, 2018",57.16,21780000,55.75,55.3,57.1,57.1
"Apr 25, 2018",57.03,20068000,56.7,55.45,56.14,56.14
"Apr 24, 2018",57.42,28426500,57,55.69,56.69,56.69
"Apr 23, 2018",58.32,24467000,58.26,56.47,56.67,56.67
"Apr 20, 2018",60,28139500,59.03,57.95,58.05,58.05
"Apr 19, 2018",60.2,30453000,58.22,57.71,60.02,60.02
"Apr 18, 2018",60.05,32788500,58.22,57.63,58.67,58.67
"Apr 17, 2018",58.43,35000000,57.77,56.5,57.54,57.54
"Apr 16, 2018",59.93,31692500,59.8,57.8,58.24,58.24
"Apr 13, 2018",60.79,36636000,60.72,59.2,60.07,60.07
"Apr 12, 2018",60.79,38044000,60.46,58.74,58.82,58.82
"Apr 11, 2018",61.8,37414500,60.15,59.93,60.19,60.19
"Apr 10, 2018",61.42,54949000,59.79,58.74,60.94,60.94
"Apr 09, 2018",61.9,51249000,60.07,57.84,57.93,57.93
"Apr 06, 2018",61.86,67601500,60.2,59.1,59.86,59.86
"Apr 05, 2018",61.25,95605500,57.87,57.64,61.14,61.14
"Apr 04, 2018",57.67,99483500,50.56,50.4,57.39,57.39
"Apr 03, 2018",54.67,94222000,53.96,50.9,53.51,53.51
"Apr 02, 2018",52.07,80570000,51.25,48.92,50.5,50.5
"Mar 29, 2018",54.19,75853500,51.3,49.64,53.23,53.23
"Mar 28, 2018",53.74,105007000,52.92,50.42,51.56,51.56
"Mar 27, 2018",60.85,69360000,60.8,55.44,55.84,55.84
"Mar 26, 2018",61.52,41876000,61.47,58.27,60.84,60.84
"Mar 23, 2018",62.25,33274500,62.25,60.09,60.31,60.31
"Mar 22, 2018",63.76,24699000,62.78,61.64,61.82,61.82
"Mar 21, 2018",64.49,29792000,62.05,62.04,63.31,63.31
"Mar 20, 2018",63.25,23821500,62.97,61.75,62.11,62.11
"Mar 19, 2018",64.15,37421500,63.3,61.93,62.71,62.71
"Mar 16, 2018",65.48,30586500,64.59,63.81,64.27,64.27
"Mar 15, 2018",66.57,32824000,65.88,64.22,65.12,65.12
"Mar 14, 2018",67.96,39837000,67.35,64.79,65.33,65.33
"Mar 13, 2018",69.44,29829000,65.72,65.3,68.37,68.37
"Mar 12, 2018",69.44,41320000,65.72,65.3,69.1,69.1
"Mar 09, 2018",65.7,27534000,64.82,64.47,65.43,65.43
"Mar 08, 2018",66.66,17831000,66.57,65.25,65.82,65.82
"Mar 07, 2018",66.5,25036500,65.09,64.35,66.46,66.46
"Mar 06, 2018",67.27,21428500,66.75,65.41,65.64,65.64
"Mar 05, 2018",67.55,19119000,66.48,65.86,66.67,66.67
"Mar 02, 2018",67.04,25464000,65.4,64.59,67.02,67.02
"Mar 01, 2018",69.73,34428000,69,66.01,66.19,66.19
"Feb 28, 2018",71.05,30348500,70.51,68.44,68.61,68.61
"Feb 27, 2018",72,23987000,71.25,70,70.2,70.2
"Feb 26, 2018",71.8,21700000,70.7,70.47,71.48,71.48
"Feb 23, 2018",71,29087000,69.57,69.42,70.41,70.41
"Feb 22, 2018",69.49,34849000,67.11,66.95,69.23,69.23
"Feb 21, 2018",67.94,16098000,67.21,66.63,66.66,66.66
"Feb 20, 2018",68.17,20047000,66.89,66.3,66.95,66.95
"Feb 16, 2018",68.62,28213000,66.5,66.33,67.1,67.1
"Feb 15, 2018",66.82,29564500,64.9,64.48,66.81,66.81
"Feb 14, 2018",65.23,19753500,64.17,63.7,64.46,64.46
"Feb 13, 2018",64.84,22801000,63,62.5,64.73,64.73
"Feb 12, 2018",63.62,31139000,63.23,61.25,63.15,63.15
"Feb 09, 2018",64.2,64668500,63.99,58.95,62.08,62.08
"Feb 08, 2018",69.72,51573000,68.66,62.92,63.05,63.05
"Feb 07, 2018",69.2,34846000,67.8,67.13,69,69
"Feb 06, 2018",67.24,25442000,65.04,64.7,66.79,66.79
"Feb 05, 2018",68.89,22320500,67.59,66.6,66.63,66.63
"Feb 02, 2018",70.39,18524000,69.69,68.1,68.75,68.75
"Feb 01, 2018",71.93,20988500,70.2,69.73,69.85,69.85
"Jan 31, 2018",71.24,31070500,69.5,69.04,70.86,70.86
"Jan 30, 2018",69.65,23588500,69.03,68.43,69.16,69.16
"Jan 29, 2018",70.17,23735500,67.97,67.66,69.91,69.91
"Jan 26, 2018",68.8,22697000,68.3,67.14,68.57,68.57
"Jan 25, 2018",69.84,33701500,69.65,67.28,67.53,67.53
"Jan 24, 2018",70.95,26437500,70.92,68.7,69.18,69.18
"Jan 23, 2018",72.1,27327000,72,70.2,70.56,70.56
"Jan 22, 2018",71.57,31052000,69.88,69.84,70.31,70.31
"Jan 19, 2018",70.12,24441500,69,68.52,70,70
"Jan 18, 2018",70.46,28429000,69.13,68.75,68.91,68.91
"Jan 17, 2018",69.8,35517500,68.09,67.95,69.43,69.43
"Jan 16, 2018",69,32371500,67.51,66.96,68.01,68.01
"Jan 12, 2018",68.08,24125500,67.73,66.73,67.24,67.24
"Jan 11, 2018",68.96,33227500,67.05,66.65,67.59,67.59
"Jan 10, 2018",67.4,21549500,66.44,66,66.96,66.96
"Jan 09, 2018",67.76,35733000,67.03,65.48,66.74,66.74
"Jan 08, 2018",67.4,49297000,63.2,63.1,67.28,67.28
"Jan 05, 2018",63.45,22956000,63.32,62.4,63.32,63.32
"Jan 04, 2018",63.71,49731500,62.57,61.14,62.92,62.92
"Jan 03, 2018",65.05,22607500,64.2,63.11,63.45,63.45
"Jan 02, 2018",64.42,21761000,62.4,62.2,64.11,64.11
"Dec 29, 2017",63.28,18886000,63.24,62,62.27,62.27
"Dec 28, 2017",63.16,21581500,62.35,61.91,63.07,63.07
"Dec 27, 2017",63.54,23560500,63.2,62.15,62.33,62.33
"Dec 26, 2017",64.79,21892000,64.77,63.32,63.46,63.46
"Dec 22, 2017",66.18,21079000,65.9,64.96,65.04,65.04
"Dec 21, 2017",66.75,21926000,65.92,65.44,66.33,66.33
"Dec 20, 2017",66.62,29769000,66.54,65.01,65.8,65.8
"Dec 19, 2017",68.3,34125000,68.05,66.06,66.22,66.22
"Dec 18, 2017",69.35,27381000,68.98,67.52,67.77,67.77
"Dec 15, 2017",68.78,34666000,68.41,67.15,68.69,68.69
"Dec 14, 2017",69.49,28999500,68.2,67.38,67.58,67.58
"Dec 13, 2017",68.84,31107500,68.19,67.3,67.81,67.81
"Dec 12, 2017",68.29,43666000,66.09,66.01,68.21,68.21
"Dec 11, 2017",65.8,39690000,62.93,62.75,65.78,65.78
"Dec 08, 2017",63.4,17342500,62.92,62.25,63.03,63.03
"Dec 07, 2017",63.73,23903000,62.4,62.21,62.25,62.25
"Dec 06, 2017",62.68,35976500,60.02,60,62.65,62.65
"Dec 05, 2017",61.6,23232500,60.4,60.2,60.74,60.74
"Dec 04, 2017",61.65,29175500,61.3,60.12,61.04,61.04
"Dec 01, 2017",62.06,21464500,61.09,61.01,61.31,61.31
"Nov 30, 2017",62.14,21758000,61.71,60.91,61.77,61.77
"Nov 29, 2017",63.6,43837000,63.46,60.25,61.51,61.51
"Nov 28, 2017",64,24747500,63.27,62.78,63.51,63.51
"Nov 27, 2017",63.47,22779500,62.65,61.9,63.36,63.36
"Nov 24, 2017",63.28,16220500,62.76,62.2,63.11,63.11
"Nov 22, 2017",63.48,24588000,63.35,62.37,62.52,62.52
"Nov 21, 2017",63.65,36306500,62.17,61.74,63.56,63.56
"Nov 20, 2017",63.1,41238500,62.76,60.95,61.75,61.75
"Nov 17, 2017",65.33,68675500,65.13,62.63,63.01,63.01
"Nov 16, 2017",63.63,29110500,62.8,62.26,62.5,62.5
"Nov 15, 2017",62.5,29893500,61.2,60.3,62.26,62.26
"Nov 14, 2017",63.27,28380500,63,61.38,61.74,61.74
"Nov 13, 2017",63.36,37924500,60.03,59.82,63.08,63.08
"Nov 10, 2017",61.67,23127000,60.5,60.37,60.6,60.6
"Nov 09, 2017",60.89,27235500,60.5,59.26,60.6,60.6
"Nov 08, 2017",61.38,23626500,61.1,60.26,60.88,60.88
"Nov 07, 2017",61.3,26471500,60.2,60.01,61.21,61.21
"Nov 06, 2017",61.5,32430000,61.4,59.8,60.56,60.56
"Nov 03, 2017",61.25,44470000,59.9,59.03,61.22,61.22
"Nov 02, 2017",61.74,98957000,60.03,58.53,59.85,59.85
"Nov 01, 2017",66.52,42286500,66.45,64.05,64.22,64.22
"Oct 31, 2017",66.39,28361500,64.05,64.04,66.31,66.31
"Oct 30, 2017",64.76,21272000,63.84,63.45,64.02,64.02
"Oct 27, 2017",64.92,34898500,63.95,63.33,64.17,64.17
"Oct 26, 2017",66.05,25117500,65.56,64.64,65.23,65.23
"Oct 25, 2017",67.5,42970500,67.34,64.71,65.17,65.17
"Oct 24, 2017",68.56,22458500,67.76,67.23,67.47,67.47
"Oct 23, 2017",69.99,28736500,69.98,67.25,67.4,67.4
"Oct 20, 2017",70.91,24652000,70.54,68.87,69.02,69.02
"Oct 19, 2017",71.43,25309000,71.11,69.64,70.36,70.36
"Oct 18, 2017",72.6,24695500,71.19,70.83,71.93,71.93
"Oct 17, 2017",71.24,16466500,70.18,70.01,71.15,71.15
"Oct 16, 2017",70.9,26877500,70.75,69.43,70.12,70.12
"Oct 13, 2017",71.7,17702500,71.4,70.74,71.11,71.11
"Oct 12, 2017",71.96,20435000,70.59,70.53,71.14,71.14
"Oct 11, 2017",71.52,22504000,70.78,70.23,70.92,70.92
"Oct 10, 2017",71.13,34892500,69.36,69.11,71.12,71.12
"Oct 09, 2017",70.35,37468500,69.93,68.53,68.59,68.59
"Oct 06, 2017",72.02,21487500,70.62,70.45,71.38,71.38
"Oct 05, 2017",71.49,20858500,71.2,70.27,71.07,71.07
"Oct 04, 2017",71.72,40817500,70.25,69.92,71,71
"Oct 03, 2017",69.71,50768000,67.18,66.26,69.63,69.63
"Oct 02, 2017",68.74,26434000,68.5,67.1,68.31,68.31
"Sep 29, 2017",68.94,25535500,68.37,67.72,68.22,68.22
"Sep 28, 2017",68.55,26598000,67.98,67.08,67.92,67.92
"Sep 27, 2017",70.3,30301500,69.98,68.1,68.19,68.19
"Sep 26, 2017",70.25,35781500,70.19,68.18,69.05,69.05
"Sep 25, 2017",71.49,38029500,70.63,68.58,69,69
"Sep 22, 2017",73.98,40797000,73.3,70.18,70.22,70.22
"Sep 21, 2017",75.37,23091000,74.98,72.9,73.3,73.3
"Sep 20, 2017",75.65,24595500,74.6,74.21,74.78,74.78
"Sep 19, 2017",76.48,32259500,76,74.71,75.02,75.02
"Sep 18, 2017",77.92,35940000,76.05,75.54,77,77
"Sep 15, 2017",76,27102500,74.9,74.54,75.96,75.96
"Sep 14, 2017",75.59,36012500,72.87,72.53,75.53,75.53
"Sep 13, 2017",73.61,20926000,72.76,71.92,73.25,73.25
"Sep 12, 2017",73.75,29864500,72.9,72.08,72.55,72.55
"Sep 11, 2017",72.74,38335500,70.27,70,72.74,72.74
"Sep 08, 2017",69.96,16317500,69.8,68.46,68.68,68.68
"Sep 07, 2017",70.5,21196000,69.2,68.69,70.12,70.12
"Sep 06, 2017",70.2,20457000,69.9,68.31,68.91,68.91
"Sep 05, 2017",71.1,19175500,70.76,69.18,69.92,69.92
"Sep 01, 2017",71.52,15247500,71.22,70.74,71.08,71.08
"Aug 31, 2017",71.69,20364000,70.71,70.56,71.18,71.18
"Aug 30, 2017",70.69,17064500,69.93,69.4,70.64,70.64
"Aug 29, 2017",69.81,20368500,67.9,67.75,69.47,69.47
"Aug 28, 2017",69.47,18820000,69.46,67.94,69.13,69.13
"Aug 25, 2017",71.14,17420000,70.85,69.46,69.61,69.61
"Aug 24, 2017",71.33,22923500,70.5,69.95,70.59,70.59
"Aug 23, 2017",70.7,24772500,67.8,67.66,70.55,70.55
"Aug 22, 2017",68.45,21610000,68.23,67.47,68.27,68.27
"Aug 21, 2017",69.16,32477000,69.16,66.37,67.57,67.57
"Aug 18, 2017",70.8,27041000,70.58,69.16,69.49,69.49
"Aug 17, 2017",72.66,25138500,72.24,70.32,70.38,70.38
"Aug 16, 2017",73.3,17069000,72.6,72.5,72.58,72.58
"Aug 15, 2017",73.1,15425500,73.04,71.87,72.47,72.47
"Aug 14, 2017",73.53,22596000,72.93,72.52,72.76,72.76
"Aug 11, 2017",72.25,21829000,71.39,70.72,71.57,71.57
"Aug 10, 2017",73.33,35464500,72.32,70.93,71.08,71.08
"Aug 09, 2017",74,34460500,72.2,71.79,72.71,72.71
"Aug 08, 2017",73.72,37249000,71.51,71.48,73.04,73.04
"Aug 07, 2017",71.9,31622500,71.47,70.55,71.03,71.03
"Aug 04, 2017",71.45,46344500,69.4,68.66,71.38,71.38
"Aug 03, 2017",70,67675000,69.07,68.63,69.42,69.42
"Aug 02, 2017",65.42,65457500,63.79,62.24,65.18,65.18
"Aug 01, 2017",64.89,41515500,64.6,63.23,63.91,63.91
"Jul 31, 2017",68.3,42675500,67.1,64.21,64.69,64.69
"Jul 28, 2017",67.92,24402000,67.38,66.5,67.01,67.01
"Jul 27, 2017",69.5,41512000,69.2,65.26,66.89,66.89
"Jul 26, 2017",69.1,24104000,68.07,67.62,68.77,68.77
"Jul 25, 2017",69.12,34946000,69,66.83,67.92,67.92
"Jul 24, 2017",68.68,43185500,66.05,66,68.5,68.5
"Jul 21, 2017",66.25,24508000,65.89,65.16,65.68,65.68
"Jul 20, 2017",66.04,25831000,65.38,64.84,65.98,65.98
"Jul 19, 2017",66.33,31785000,65.65,64.64,65.05,65.05
"Jul 18, 2017",65.83,31868500,63.5,63.13,65.65,65.65
"Jul 17, 2017",65.42,49384500,65.11,62.69,63.91,63.91
"Jul 14, 2017",65.68,28126000,64.64,64.24,65.56,65.56
"Jul 13, 2017",66.32,42972500,66.02,63.99,64.68,64.68
"Jul 12, 2017",66.62,51730500,66.08,64.9,65.9,65.9
"Jul 11, 2017",65.46,57797000,63.2,62.86,65.44,65.44
"Jul 10, 2017",63.59,69104500,62.58,60.63,63.21,63.21
"Jul 07, 2017",63.4,70884500,62.7,61.48,62.64,62.64
"Jul 06, 2017",64.16,96622500,63.45,61.26,61.77,61.77
"Jul 05, 2017",69.45,85233500,69.44,65.27,65.42,65.42
"Jul 03, 2017",74.27,31527000,74.05,70.3,70.52,70.52
"Jun 30, 2017",73.35,29242500,72.74,71.92,72.32,72.32
"Jun 29, 2017",74.2,41105000,74.12,70.82,72.15,72.15
"Jun 28, 2017",74.35,31512500,73.34,72.5,74.25,74.25
"Jun 27, 2017",75.28,34982000,75.28,72.4,72.47,72.47
"Jun 26, 2017",77.39,33020500,77.34,74.62,75.5,75.5
"Jun 23, 2017",77.4,32229000,76.49,75.87,76.69,76.69
"Jun 22, 2017",77,37649000,75.6,74.71,76.52,76.52
"Jun 21, 2017",75.4,24616000,74.87,73.6,75.28,75.28
"Jun 20, 2017",75.78,37193500,75.33,73.95,74.45,74.45
"Jun 19, 2017",75.34,32746500,75,73.56,73.96,73.96
"Jun 16, 2017",75.6,33655000,75.6,74.02,74.28,74.28
"Jun 15, 2017",75.09,52132500,74.5,73.3,75.07,75.07
"Jun 14, 2017",76.85,64092000,76.22,75.26,76.13,76.13
"Jun 13, 2017",75.2,59039500,73.52,73.32,75.19,75.19
"Jun 12, 2017",72.9,52588500,71.6,70.12,71.8,71.8
"Jun 09, 2017",75.37,86307000,74.88,70.96,71.46,71.46
"Jun 08, 2017",74.38,45307500,72.75,72.04,74,74
"Jun 07, 2017",72.1,46990000,71.27,71.03,71.93,71.93
"Jun 06, 2017",71.9,55434000,68.94,67.99,70.57,70.57
"Jun 05, 2017",69.69,33922000,67.7,66.84,69.46,69.46
"Jun 02, 2017",68.58,27951000,67.95,67.19,67.97,67.97
"Jun 01, 2017",68.98,38040000,68.8,67.46,68.07,68.07
"May 31, 2017",68.58,49817000,67.54,67.03,68.2,68.2
"May 30, 2017",67.26,38914500,65.2,65.15,67.02,67.02
"May 26, 2017",65.1,39011000,63.46,63.26,65.03,65.03
"May 25, 2017",63.39,25070000,62.2,61.56,63.37,63.37
"May 24, 2017",62.2,25166500,61.3,61.08,62.04,62.04
"May 23, 2017",62.15,21592000,62.09,60.7,60.77,60.77
"May 22, 2017",62.87,21646000,62.56,61.36,62.07,62.07
"May 19, 2017",63.3,23438000,63.1,62.04,62.17,62.17
"May 18, 2017",62.79,28269000,61.4,61.06,62.61,62.61
"May 17, 2017",62.93,33559500,62.88,61.1,61.22,61.22
"May 16, 2017",64.01,20762500,63.52,63.03,63.4,63.4
"May 15, 2017",64.04,38110000,63.68,62.51,63.18,63.18
"May 12, 2017",65.4,20608000,65.1,64.31,64.96,64.96
"May 11, 2017",65.2,23769000,64.68,63.92,64.62,64.62
"May 10, 2017",65.1,28708000,64.31,63.62,65.04,65.04
"May 09, 2017",64.4,48382500,61.88,61.82,64.25,64.25
"May 08, 2017",62.76,35032500,62.18,61.16,61.44,61.44
"May 05, 2017",61.71,40886500,59.6,59.36,61.67,61.67
"May 04, 2017",61.55,70760000,61.49,58.15,59.09,59.09
"May 03, 2017",64.31,35667000,63.53,62.09,62.2,62.2
"May 02, 2017",65.53,26914000,64.8,63.31,63.78,63.78
"May 01, 2017",65.45,44148000,62.98,62.96,64.57,64.57
"Apr 28, 2017",62.96,22527500,61.97,61.6,62.81,62.81
"Apr 27, 2017",62.62,17343000,62.34,61.5,61.73,61.73
"Apr 26, 2017",62.9,23475000,62.47,61.8,62.03,62.03
"Apr 25, 2017",62.8,33688500,61.6,61.17,62.76,62.76
